,numchilds,meaneduc,overcrowding,isprecarious,Target,walltype,wallquality,floortype,floorqual,roofqual,region,dependency,headescolari,sumelectronics
5606,2,6.0,2.0,0,2,3,2,5,3,2,1,1.0,6,2.0
5607,0,16.0,0.7,0,4,6,3,5,3,3,1,0.0,15,3.0
5615,1,9.333333,1.4,0,3,4,2,3,3,2,1,0.75,6,6.0
5618,0,18.5,0.8,0,4,6,3,5,3,3,2,0.0,14,3.0
5621,0,11.333333,1.0,0,4,6,3,5,3,3,2,0.0,15,3.0
5625,1,10.666667,1.2,0,4,5,3,3,3,3,2,0.6666666666666666,6,3.0
5627,0,11.0,1.0,0,4,5,3,3,3,3,2,0.0,11,1.0
5628,1,11.0,1.0,0,1,5,3,3,2,3,2,1.0,11,1.0
5632,1,22.0,1.5,0,2,5,3,5,3,3,2,2.0,11,2.0
5634,0,11.0,1.0,0,4,6,3,5,3,3,2,0.0,15,2.0
5636,0,15.666667000000002,1.2,0,4,6,3,5,3,3,2,0.6666666666666666,15,4.0
5641,0,13.6,2.0,0,4,6,3,5,3,3,2,0.2,12,6.0
5646,0,8.0,1.0,0,2,6,2,3,1,1,2,0.0,4,1.0
5649,0,7.0,2.5,0,2,1,2,5,3,1,2,4.0,5,3.0
5654,0,10.5,0.7,0,4,6,3,5,3,3,2,1.0,6,2.0
5655,0,4.0,1.0,0,2,3,2,3,2,2,2,0.0,4,2.0
5660,1,11.0,1.7,0,4,6,3,5,3,3,2,0.6666666666666666,11,4.0
5663,2,8.5,2.3,0,1,6,2,3,2,2,2,2.5,6,2.0
5668,0,15.0,0.5,0,4,6,3,5,3,3,2,10.0,15,2.0
5670,0,7.5,0.7,0,4,6,3,3,3,3,2,0.0,9,2.0
5671,1,15.0,1.5,0,4,6,2,5,2,2,2,0.5,16,3.0
5676,1,16.0,1.7,0,4,6,3,5,3,3,2,1.5,16,3.0
5681,2,15.5,2.0,0,4,6,3,5,3,3,2,1.0,16,3.0
5685,2,8.666667,1.2,0,4,6,3,5,3,3,2,0.6666666666666666,9,5.0
5689,1,10.333333,1.0,0,4,6,3,5,3,3,2,0.3333333333333333,9,3.0
5699,1,14.0,3.0,0,3,6,3,5,3,3,2,0.7142857142857143,17,5.0
5707,1,7.5,5.0,0,3,3,2,5,2,2,2,0.5,9,9.0
5716,0,5.25,1.3,0,4,6,3,3,2,3,2,0.3333333333333333,0,4.0
5717,0,27.0,1.0,0,4,6,3,5,3,3,2,0.0,15,2.0
5721,0,5.75,2.5,0,3,4,2,3,2,1,2,1.5,0,1.0
5724,0,11.0,0.3,0,4,6,3,5,3,3,2,0.0,11,1.0
5728,1,3.8,2.0,0,4,6,2,3,2,2,2,1.0,1,3.0
5731,0,9.0,1.0,0,4,6,2,5,2,1,2,1.0,6,2.0
5733,0,12.666667,1.0,0,4,6,2,5,3,2,2,0.0,16,3.0
5737,2,15.5,2.0,0,4,6,2,5,3,3,2,1.0,14,2.0
5741,0,12.5,1.0,0,4,6,2,5,3,2,2,0.0,14,2.0
5742,0,10.5,1.0,0,4,6,2,5,3,3,2,0.0,11,2.0
5748,0,11.0,1.0,0,4,6,3,5,2,3,2,1.5,11,3.0
5750,0,16.5,0.7,0,4,5,3,5,3,3,2,0.0,17,3.0
5751,0,16.0,1.0,0,4,6,3,5,3,3,2,0.5,15,2.0
5754,0,11.666667,1.0,0,4,6,2,5,2,2,2,0.0,11,2.0
5757,2,11.0,2.0,0,4,5,1,3,1,2,2,1.0,11,2.0
5761,0,6.0,0.5,0,4,6,3,5,3,3,2,10.0,6,1.0
5762,1,12.0,1.0,0,4,6,3,5,3,3,2,0.5,12,2.0
5766,1,15.5,4.0,0,1,3,2,5,3,2,2,1.0,14,1.0
5771,1,6.0,3.0,0,1,4,1,3,2,2,2,0.5,6,2.0
5772,0,11.0,1.0,0,1,6,2,5,2,2,2,10.0,11,1.0
5773,0,11.333333,1.5,0,4,6,2,3,2,2,2,0.0,8,3.0
5776,1,8.333333,2.0,0,4,6,3,5,3,3,2,1.0,6,3.0
5782,0,7.333333500000001,1.3,0,3,5,2,3,2,3,2,0.3333333333333333,6,3.0
5784,0,17.0,1.0,0,4,6,3,3,3,3,2,0.0,10,3.0
5788,0,3.0,1.0,0,1,3,2,3,2,2,2,10.0,3,0.0
5791,0,15.0,3.0,0,1,6,2,3,2,2,2,0.5,8,3.0
5792,0,6.0,1.0,0,3,6,3,5,3,3,2,1.0,6,1.0
5794,0,16.0,1.0,0,4,6,2,5,2,2,2,0.0,6,2.0
5796,0,13.0,1.0,0,4,3,1,3,1,1,2,0.0,13,1.0
5800,1,12.666667,1.7,0,4,5,3,5,2,3,2,0.25,9,4.0
5802,2,15.5,2.0,0,4,5,3,5,3,3,2,1.0,15,2.0
5807,0,12.5,1.0,0,4,6,3,5,2,3,2,0.5,13,4.0
5809,0,12.0,0.5,0,4,6,2,3,2,2,2,0.0,12,1.0
5812,2,10.5,2.0,0,2,4,2,4,1,2,2,1.0,7,3.0
5816,0,3.5,2.0,0,4,2,2,3,2,2,2,0.0,4,1.0
5820,0,9.333333,1.5,0,4,6,3,5,3,3,2,0.0,6,4.0
5826,3,7.5,2.3,0,2,6,2,3,3,2,2,0.75,11,3.0
5828,0,14.0,2.0,0,3,6,2,5,2,2,2,0.3333333333333333,10,2.0
5832,0,10.5,1.0,0,4,6,3,3,3,3,2,0.0,7,2.0
5838,0,14.5,1.2,0,4,6,2,5,2,2,2,0.25,9,8.0
5840,0,10.0,1.0,0,3,6,3,3,3,3,2,0.0,6,1.0
5846,2,7.5,5.0,0,2,5,1,3,1,1,2,1.5,9,3.0
5848,3,7.5,2.5,0,2,6,2,3,2,3,2,1.5,9,5.0
5852,0,10.0,2.0,0,4,6,3,5,3,3,2,0.0,9,3.0
5858,1,9.5,2.0,0,4,6,2,3,2,2,2,0.5,5,5.0
5862,0,15.5,1.5,0,4,5,1,3,2,1,2,0.5,11,2.0
5864,1,11.0,1.0,0,4,6,3,5,3,3,2,1.0,16,5.0
5869,1,8.0,1.5,0,4,6,2,3,2,2,2,0.5,11,2.0
5870,1,8.6000004,3.0,0,2,6,2,5,3,2,2,0.5,6,1.0
5876,0,3.0,1.0,0,4,6,3,5,3,3,2,0.0,4,4.0
5879,0,11.0,1.0,0,4,6,3,5,3,3,2,0.0,13,2.0
5880,2,7.5,2.0,0,4,3,3,3,3,3,2,1.0,8,2.0
5885,1,11.0,3.0,0,4,6,2,3,2,2,2,0.5,11,3.0
5887,0,11.0,1.0,0,4,6,3,3,2,3,2,0.5,0,3.0
5891,0,8.5,1.0,0,4,6,3,5,3,3,2,1.0,6,3.0
5893,0,6.0,0.7,0,3,6,3,5,3,3,2,1.0,6,2.0
5896,1,11.333333,2.0,0,4,6,3,5,3,3,2,1.0,6,3.0
5900,0,6.0,0.5,0,3,6,3,3,1,2,2,0.0,6,0.0
5901,0,8.5,1.7,0,3,6,2,5,2,3,2,0.25,6,2.0
5907,0,8.0,0.7,0,4,6,3,5,3,2,2,0.0,7,2.0
5908,3,7.0,2.3,0,2,6,3,5,3,3,2,1.5,5,3.0
5913,0,9.0,0.7,0,4,6,3,5,3,3,2,0.0,6,2.0
5917,1,9.0,1.5,0,3,6,3,5,3,3,2,0.5,9,2.0
5918,0,6.0,1.0,0,2,1,1,1,1,1,2,0.0,6,1.0
5919,0,4.6666665,0.8,0,2,3,2,5,1,2,2,2.0,2,0.0
5927,3,10.25,2.3,0,1,5,2,3,2,2,2,0.75,8,4.0
5931,2,6.5,2.0,0,2,5,1,3,1,2,2,1.0,4,2.0
5935,2,11.0,3.0,0,4,6,2,3,2,2,2,2.0,11,1.0
5938,0,10.666667,1.2,0,4,4,2,3,1,2,2,0.25,5,5.0
5941,0,10.5,1.3,0,4,4,3,3,3,3,2,0.3333333333333333,11,4.0
5946,1,7.5,1.5,0,4,6,3,5,3,2,2,0.5,9,3.0
5950,0,8.5,1.3,0,4,6,2,5,2,2,2,1.0,6,4.0
5953,0,14.0,0.7,0,4,6,3,5,3,3,2,1.0,14,3.0
5957,1,7.5,2.0,0,4,4,2,5,2,2,2,1.0,7,3.0
5959,0,9.75,1.3,0,4,6,3,3,3,3,2,0.0,7,3.0
5962,0,14.0,1.3,0,4,6,3,5,3,3,2,0.0,11,6.0
5967,0,13.5,0.7,0,4,6,3,5,3,3,2,1.0,15,1.0
5969,0,6.0,1.3,0,1,6,2,3,2,2,2,0.3333333333333333,0,1.0
5977,2,8.5,1.5,0,4,5,1,3,1,1,2,0.5,6,3.0
5980,1,10.5,1.3,0,4,6,3,3,3,3,2,1.0,6,4.0
5982,1,10.0,1.7,0,4,6,3,5,3,3,2,0.6666666666666666,6,4.0
5988,1,11.0,3.0,0,3,6,3,3,2,3,2,0.5,11,2.0
5990,0,16.0,1.0,0,4,6,3,3,2,2,2,0.3333333333333333,14,4.0
5994,0,13.0,0.5,0,4,6,3,5,3,3,2,0.0,13,1.0
5995,0,6.0,0.5,0,4,6,2,3,2,2,2,0.0,6,1.0
5996,0,10.0,1.3,0,3,6,3,5,3,3,2,1.0,11,3.0
6002,0,10.333333,1.0,0,4,6,3,5,3,3,2,0.5,9,4.0
6003,0,13.0,1.0,0,4,6,3,5,3,3,2,1.0,13,2.0
6006,1,12.0,1.3,0,4,6,3,5,3,3,2,1.0,14,3.0
6009,0,10.5,1.3,0,4,6,3,5,3,3,2,0.0,9,3.0
6014,1,8.333333,1.7,0,4,3,2,3,2,2,2,0.6666666666666666,5,3.0
6019,0,12.25,1.7,0,4,6,3,5,3,3,2,0.6666666666666666,11,4.0
6023,1,7.0,1.5,0,3,5,2,5,3,3,2,2.0,7,2.0
6026,0,17.0,0.7,0,4,5,3,3,3,3,2,1.0,17,3.0
6030,1,13.0,2.0,0,2,5,3,5,3,3,2,1.0,1,4.0
6038,3,4.5,3.0,0,2,5,2,3,2,2,2,3.0,3,7.0
6040,1,5.3333335,2.0,0,4,5,3,5,3,3,2,0.3333333333333333,6,3.0
6046,0,3.0,1.5,0,2,5,2,3,1,3,2,2.0,3,1.0
6051,2,5.1999998,5.0,0,4,5,1,3,1,2,2,1.0,8,2.0
6062,2,8.666667,1.5,0,4,6,3,5,3,3,2,1.0,9,5.0
6063,0,8.0,1.0,0,4,5,3,5,3,3,2,0.0,4,1.0
6067,0,2.0,1.0,0,2,6,3,3,3,3,2,0.0,1,2.0
6069,0,8.333333,2.0,0,3,6,3,3,3,3,2,0.3333333333333333,6,3.0
6072,0,10.5,0.7,0,4,6,3,5,3,3,2,0.0,11,3.0
6074,0,9.0,1.0,0,4,5,2,3,2,2,2,1.0,9,2.0
6078,0,11.75,1.2,0,3,5,2,5,2,2,2,0.25,6,3.0
6081,0,4.0,1.0,0,4,5,3,5,3,3,2,0.0,6,3.0
6084,0,8.666667,1.0,0,4,6,2,5,2,2,2,2.0,6,3.0
6088,0,13.0,1.5,0,4,6,3,5,3,3,2,0.5,12,3.0
6090,0,11.0,0.3,0,4,6,1,5,1,1,2,0.0,11,1.0
6092,0,12.0,0.8,0,4,6,3,5,3,3,2,0.0,11,4.0
6096,1,10.0,2.0,0,3,6,3,5,3,3,2,1.0,11,4.0
6101,1,15.5,2.0,0,4,6,3,5,3,3,2,1.0,16,2.0
6102,0,4.5,1.0,0,3,6,3,5,3,3,2,10.0,5,2.0
6104,0,6.3333335,1.0,0,4,6,3,5,3,3,2,2.0,3,2.0
6107,0,12.5,0.7,0,4,3,3,5,3,3,2,10.0,10,2.0
6109,0,3.0,0.5,0,2,5,3,5,3,3,2,10.0,3,0.0
6110,0,6.0,1.0,0,4,5,1,5,1,1,2,0.0,6,1.0
6113,0,12.0,1.5,0,4,6,3,5,3,3,2,0.5,11,3.0
6115,0,13.5,1.0,0,4,6,3,5,3,3,2,0.0,12,3.0
6118,1,11.0,2.0,0,4,6,3,5,3,2,2,1.0,11,3.0
6121,2,8.0,2.0,0,4,6,1,5,1,1,2,3.0,8,3.0
6126,2,7.0,4.0,0,3,5,1,3,1,1,2,1.0,6,2.0
6129,1,6.0,1.0,0,1,4,3,3,2,3,2,1.0,6,1.0
6134,0,7.599999900000001,1.7,0,4,5,2,3,2,3,2,0.0,4,5.0
6139,2,6.0,1.5,0,2,4,2,3,2,2,2,1.0,6,4.0
6141,0,7.0,1.3,0,2,5,2,3,2,2,2,0.3333333333333333,6,3.0
6147,1,12.0,1.5,0,4,5,3,3,3,3,2,0.5,8,2.0
6149,0,10.0,1.0,0,4,6,3,5,3,2,2,0.0,9,2.0
6150,0,6.0,0.5,0,4,3,2,3,2,2,2,0.0,6,1.0
6153,0,4.3333335,3.0,0,2,6,2,3,2,2,2,2.0,3,0.0
6155,0,8.0,1.0,0,4,6,2,3,2,2,2,0.0,6,2.0
6157,0,4.5,1.0,0,4,6,3,5,3,2,2,1.0,3,2.0
6158,0,16.0,1.0,0,2,5,2,3,2,3,2,0.5,6,2.0
6161,1,7.0,2.5,0,3,4,2,3,2,2,2,0.25,5,4.0
6166,0,37.0,1.5,0,4,3,2,3,2,2,2,0.5,15,4.0
6169,0,15.0,1.3,0,4,5,3,3,3,2,2,1.0,6,5.0
6175,0,7.5,1.0,0,2,3,2,3,1,3,2,1.0,3,2.0
6177,0,8.5,1.5,0,3,5,2,3,3,2,2,2.0,4,1.0
6181,0,12.0,1.3,0,4,6,3,5,3,3,2,0.0,9,5.0
6185,0,18.5,1.3,0,4,6,2,5,2,2,2,1.0,14,5.0
6190,1,11.0,1.5,0,3,4,2,5,2,2,2,0.5,14,3.0
6193,1,17.0,1.0,0,4,6,3,5,3,3,2,0.5,17,3.0
6194,0,7.666666499999999,3.0,0,4,4,1,3,1,1,2,0.0,6,1.0
6198,1,10.333333,1.7,0,4,6,2,5,3,2,2,0.25,6,2.0
6205,1,7.0,1.3,0,3,6,2,3,2,2,2,1.0,4,3.0
6207,0,8.0,1.0,0,4,3,2,3,2,2,2,0.3333333333333333,6,4.0
6216,4,3.0,4.0,0,1,6,2,3,1,2,2,2.5,3,2.0
6219,0,13.333332999999998,1.3,0,4,6,3,5,3,3,2,0.3333333333333333,11,6.0
6221,0,11.0,0.5,0,4,6,3,5,3,3,2,0.0,11,1.0
6222,0,6.5,0.7,0,4,6,3,5,3,3,2,0.0,13,2.0
6226,1,8.25,1.7,0,3,6,3,3,3,3,2,0.25,6,3.0
6231,0,7.0,1.0,0,4,6,3,3,3,3,2,2.0,3,1.0
6233,0,3.5,0.7,0,3,6,3,3,3,2,2,10.0,3,0.0
6234,0,15.0,0.5,0,4,6,3,5,3,3,2,0.0,15,1.0
6235,0,9.0,2.0,0,4,4,2,5,2,2,2,0.0,9,2.0
6240,1,7.333333500000001,2.0,0,4,6,2,3,2,2,2,0.3333333333333333,6,3.0
6245,2,19.0,3.0,0,4,6,2,5,3,3,2,2.0,19,3.0
6247,1,13.0,0.7,0,3,6,3,5,3,3,2,1.0,13,1.0
6249,1,16.0,1.5,0,4,6,3,5,2,3,2,0.5,16,3.0
6252,0,2.0,0.5,0,1,5,2,3,2,2,2,0.0,2,1.0
6254,1,11.666667,1.3,0,4,6,2,5,2,2,2,0.3333333333333333,11,3.0
6257,0,9.0,1.0,0,4,6,2,3,2,2,2,0.0,9,3.0
6261,1,13.5,1.5,0,3,6,2,3,3,3,2,0.5,13,3.0
6264,0,10.0,0.7,0,1,6,3,3,3,2,2,0.0,11,2.0
6268,2,6.0,2.0,0,1,2,2,3,2,2,2,1.0,6,1.0
6270,0,7.5,1.0,0,2,3,2,3,2,2,2,0.5,8,0.0
6273,0,10.333333,1.5,0,1,6,3,3,3,3,2,0.0,10,2.0
6275,0,7.5,1.0,0,4,4,2,4,2,2,2,0.0,14,1.0
6277,0,6.0,0.3,0,3,5,1,3,1,1,2,0.0,6,1.0
6278,0,15.0,1.0,0,4,6,3,5,3,3,2,0.0,15,1.0
6279,0,9.0,1.0,0,4,6,3,5,2,2,2,0.0,6,3.0
6281,0,8.5,0.7,0,4,6,3,5,3,3,2,0.0,6,2.0
6284,0,6.0,0.7,0,2,6,3,5,2,2,2,1.0,6,2.0
6286,1,14.333332999999998,1.0,0,4,5,3,5,3,3,2,1.0,16,3.0
6289,0,7.5,1.0,0,4,3,1,3,1,1,2,10.0,6,0.0
6291,0,9.5,1.3,0,1,6,3,3,3,3,2,0.0,6,2.0
6296,1,9.0,1.0,0,2,5,1,3,1,1,2,1.0,9,1.0
6297,0,8.5,0.5,0,4,6,2,5,3,3,2,0.0,6,2.0
6301,1,9.0,1.5,0,2,6,1,3,1,1,2,0.5,6,1.0
6302,0,0.0,1.0,0,4,6,2,5,1,3,2,0.0,0,1.0
6303,2,8.5,1.3,0,4,6,3,5,3,3,2,1.0,6,2.0
6307,0,11.0,0.3,0,4,6,3,5,3,3,2,0.0,11,2.0
6309,0,7.0,1.0,0,4,3,2,3,2,2,2,0.5,5,2.0
6311,0,9.5,2.0,0,4,6,2,3,3,2,2,0.0,8,2.0
6313,0,9.666667,1.0,0,4,6,3,5,3,3,2,0.0,11,2.0
6317,0,6.0,1.0,0,2,6,3,3,2,3,2,1.0,6,2.0
6318,0,13.0,0.3,0,4,3,3,3,3,3,2,0.0,13,1.0
6320,1,10.75,2.0,0,4,3,1,3,1,1,2,0.5,11,4.0
6325,0,5.5,0.7,0,3,3,2,3,2,2,2,1.0,2,2.0
6327,0,3.0,0.5,0,2,6,3,3,3,3,2,0.0,3,0.0
6328,0,6.0,0.3,0,4,6,2,3,2,2,2,0.0,6,1.0
6332,5,9.0,2.0,0,1,5,3,5,3,3,2,5.0,9,1.0
6337,1,13.0,1.7,0,4,6,3,5,2,2,2,0.25,11,4.0
6340,0,6.0,0.5,0,1,3,2,3,2,2,2,0.0,6,1.0
6342,0,1.5,2.0,0,3,5,3,5,3,3,2,1.0,1,1.0
6343,0,3.0,1.3,0,1,6,2,5,2,2,2,1.0,2,2.0
6347,0,12.5,2.0,0,4,6,3,5,3,3,2,0.0,11,1.0
6349,0,11.0,2.0,0,4,6,3,5,3,3,2,0.0,11,2.0
6351,0,9.5,0.7,0,2,6,2,5,2,2,2,1.0,5,2.0
6353,0,6.0,0.5,0,1,6,1,3,1,1,2,0.0,6,1.0
6354,0,1.3333334,1.0,0,2,4,3,5,3,3,2,2.0,0,1.0
6357,0,13.0,1.7,0,4,5,3,3,3,3,2,1.5,11,3.0
6363,0,4.0,1.0,0,4,3,3,3,2,3,2,0.0,6,2.0
6367,1,13.0,1.0,0,4,3,3,5,3,3,2,0.3333333333333333,17,2.0
6369,0,2.3333333,1.0,0,4,6,3,5,3,3,2,2.0,3,2.0
6372,1,12.0,1.5,0,4,6,3,5,3,3,2,0.5,9,3.0
6376,0,6.0,1.3,0,2,6,3,5,3,3,2,1.0,6,3.0
6381,0,8.0,1.5,0,4,6,2,3,2,2,2,0.0,11,2.0
6383,0,4.0,2.5,0,2,3,2,5,2,2,2,0.0,0,4.0
6387,0,14.0,0.5,0,4,6,3,5,3,3,2,10.0,14,2.0
6390,0,6.25,2.0,0,4,6,2,5,2,2,2,0.0,6,2.0
6393,0,7.0,0.5,0,3,6,2,5,2,2,2,1.0,3,1.0
6394,0,1.5,2.0,0,1,4,1,5,1,1,2,10.0,0,1.0
6398,0,17.5,1.2,0,4,6,3,5,3,3,2,0.6666666666666666,13,6.0
6402,0,6.0,2.0,0,4,6,3,5,3,3,2,1.0,6,1.0
6403,0,7.5,2.0,0,4,6,1,5,1,1,2,0.0,8,2.0
6405,0,3.75,4.0,0,3,5,3,5,3,3,2,1.0,3,4.0
6409,0,6.0,0.5,0,4,5,3,3,3,3,2,0.0,6,2.0
6410,0,9.333333,2.0,0,4,6,2,5,3,2,2,0.3333333333333333,6,4.0
6414,0,5.5,1.5,0,4,5,2,3,3,3,2,0.5,5,3.0
6417,0,6.5,1.5,0,1,6,2,3,2,2,2,0.5,6,2.0
6421,0,0.0,1.0,0,4,5,2,3,2,3,2,1.0,0,0.0
6423,0,3.0,2.0,0,4,6,2,5,2,2,2,0.0,0,2.0
6427,0,10.0,2.0,0,2,3,2,3,2,2,2,10.0,1,2.0
6428,0,7.5,1.0,0,4,6,3,5,3,3,2,0.0,6,2.0
6433,1,9.1999998,2.3,0,4,6,3,5,3,2,2,0.4,3,6.0
6437,0,3.0,0.7,0,2,3,3,3,3,1,2,1.0,3,2.0
6439,0,9.0,0.7,0,4,5,3,5,3,1,2,0.0,9,3.0
6442,1,8.0,1.0,0,4,5,2,5,2,2,2,1.0,8,1.0
6447,0,8.5,1.5,0,4,5,3,5,3,3,2,0.5,6,3.0
6449,1,9.0,1.5,0,2,4,2,3,2,3,2,0.5,9,2.0
6452,0,3.0,1.3,0,2,5,1,3,1,1,2,1.0,6,2.0
6460,2,5.5,3.0,0,2,4,1,3,1,2,2,2.0,5,1.0
6465,1,3.5,2.5,0,2,4,1,3,2,2,2,1.5,6,2.0
6470,2,3.0,3.0,0,2,4,1,3,1,1,2,2.0,0,2.0
6472,0,3.0,0.7,0,2,4,1,4,1,1,2,1.0,3,2.0
6474,1,7.5,1.5,0,1,4,1,4,1,1,2,0.5,6,1.0
6479,0,9.5,1.7,0,2,4,2,4,2,2,2,0.6666666666666666,6,1.0
6485,0,2.0,2.0,0,2,4,1,1,1,1,2,0.0,3,1.0
6486,0,6.0,1.0,0,4,2,1,4,1,1,2,0.0,6,2.0
6490,1,12.5,2.0,0,4,6,3,5,3,3,2,2.0,9,5.0
6495,0,4.5,1.5,1,2,4,2,5,2,2,2,0.5,3,4.0
6497,0,9.0,1.0,0,4,6,3,5,3,3,2,0.0,9,3.0
6499,1,11.0,1.0,0,4,6,3,5,3,3,2,0.5,11,5.0
6504,0,10.0,1.0,0,3,6,1,5,2,2,3,0.5,6,1.0
6505,0,8.5,1.5,0,4,6,3,5,3,2,3,0.5,6,3.0
6509,0,11.0,1.0,0,4,6,3,5,3,3,3,0.0,11,2.0
6510,0,12.5,0.7,0,4,6,3,5,3,3,3,0.0,13,6.0
6515,2,12.5,1.2,0,4,6,3,5,3,3,3,1.5,8,4.0
6517,0,7.5,1.0,0,1,5,3,5,3,3,3,0.0,6,2.0
6520,0,17.0,0.7,0,4,6,3,5,3,3,3,0.0,17,4.0
6523,0,8.333333,1.5,0,4,6,3,5,3,3,3,0.5,2,1.0
6525,0,7.25,1.3,0,4,6,2,5,3,3,3,3.0,9,3.0
6528,0,6.0,1.0,0,2,5,3,3,1,3,3,0.0,6,2.0
6531,3,8.5,2.5,0,4,5,3,5,3,3,3,1.5,11,3.0
6538,2,7.0,2.0,0,1,5,2,3,2,2,3,1.0,7,2.0
6539,0,6.0,0.5,0,4,6,2,3,2,2,3,0.0,6,0.0
6540,0,8.333333,1.0,0,4,3,2,3,2,2,3,0.0,6,2.0
6544,1,6.0,1.0,0,1,6,3,5,3,2,3,1.0,6,2.0
6546,1,14.0,1.5,0,4,5,3,5,3,3,3,0.5,15,2.0
6549,0,8.0,1.5,0,2,4,1,4,1,2,3,0.0,6,2.0
6553,0,9.666667,1.0,0,3,6,2,3,2,2,3,0.0,6,2.0
6556,0,6.0,3.0,0,1,4,1,3,1,1,3,2.0,9,3.0
6560,1,11.0,1.5,0,2,3,3,5,3,2,3,2.0,5,6.0
6564,0,0.0,2.0,0,2,2,2,1,1,2,3,1.0,0,1.0
6565,1,4.0,3.0,0,1,6,3,5,3,3,3,0.5,5,1.0
6569,1,12.0,0.7,0,1,3,2,3,2,2,3,1.0,12,1.0
6574,3,8.0,6.0,0,2,3,1,3,1,1,3,2.0,4,2.0
6576,1,8.5,2.0,0,1,6,3,5,2,3,3,1.0,6,2.0
6580,2,7.333333500000001,5.0,0,2,6,2,3,2,2,3,0.6666666666666666,7,2.0
6587,0,8.0,1.5,0,1,6,1,5,3,1,3,0.5,6,2.0
6588,0,8.5,1.0,0,2,6,3,5,3,2,3,0.5,6,3.0
6592,2,8.5,2.0,0,3,6,2,5,2,2,3,1.0,6,1.0
6595,0,9.0,0.5,0,4,6,2,5,3,1,3,0.0,9,1.0
6598,0,9.333333,1.5,0,2,6,2,5,3,2,3,0.0,6,2.0
6599,1,11.0,1.5,0,4,6,3,5,2,3,3,0.5,11,3.0
6603,0,6.0,1.5,0,4,6,3,3,2,3,3,0.5,5,2.0
6605,0,1.0,1.0,1,2,1,1,1,1,1,3,0.0,1,0.0
6606,0,8.0,1.0,0,3,4,1,3,2,1,3,1.0,8,2.0
6612,3,11.0,1.7,0,4,6,3,5,3,3,3,1.5,7,3.0
6613,0,10.5,0.5,0,4,6,3,5,3,3,3,0.0,10,5.0
6618,1,7.0,1.3,0,3,6,2,5,1,1,3,1.0,8,3.0
6620,0,6.0,1.0,0,2,6,1,3,2,2,3,1.0,6,2.0
6622,0,9.0,1.3,0,4,6,1,3,1,1,3,0.3333333333333333,10,3.0
6625,0,5.0,1.0,0,2,3,1,3,1,1,3,1.0,6,2.0
6630,0,13.0,1.3,0,3,6,3,5,3,3,3,1.0,9,4.0
6633,1,9.0,1.0,0,3,6,3,5,3,3,3,2.0,6,3.0
6635,1,3.0,1.5,0,1,5,3,5,3,3,3,2.0,3,2.0
6638,1,5.5,2.0,0,2,6,3,5,3,3,3,1.0,6,4.0
6642,1,11.0,1.5,0,2,3,1,3,2,1,3,2.0,11,1.0
6644,0,3.0,1.5,0,3,6,3,5,2,1,3,0.5,0,1.0
6647,1,5.0,1.0,0,3,4,1,3,2,3,3,0.5,5,2.0
6650,1,10.0,1.3,0,2,6,2,5,2,2,3,0.3333333333333333,6,3.0
6654,0,6.5,0.7,0,3,6,3,5,3,3,3,0.0,7,2.0
6656,0,0.0,0.5,0,2,5,2,5,3,2,3,10.0,0,0.0
6657,1,7.666666499999999,2.0,0,3,6,2,5,2,2,3,0.3333333333333333,8,3.0
6661,0,14.0,0.5,0,3,6,3,5,3,3,3,0.0,14,1.0
6663,0,4.0,2.0,0,2,4,1,1,1,1,3,1.0,3,1.0
6665,3,2.0,5.0,1,1,3,2,1,1,2,3,1.5,1,1.0
6669,0,4.0,2.0,0,4,1,1,4,1,1,3,1.0,2,0.0
6671,0,7.5,1.0,0,3,5,3,5,3,2,3,1.0,6,2.0
6673,0,8.0,1.5,0,2,6,2,3,2,2,3,2.0,8,3.0
6677,0,16.5,1.0,0,4,5,3,5,3,3,3,0.5,16,5.0
6680,3,6.5,3.0,0,2,5,2,5,2,2,3,1.5,6,4.0
6684,0,20.0,1.0,0,4,6,2,5,2,2,3,1.0,8,2.0
6690,4,8.0,2.0,0,1,5,2,3,2,2,3,2.0,9,2.0
6693,0,22.0,2.0,0,2,5,3,3,1,3,3,3.0,11,4.0
6697,1,11.0,0.7,0,2,5,3,5,3,2,3,1.0,11,1.0
6699,1,6.5,1.5,0,4,6,3,3,2,3,3,0.5,7,2.0
6701,0,6.0,0.5,0,3,6,3,5,3,3,3,10.0,6,0.0
6705,0,8.75,2.0,0,4,4,1,3,2,2,3,0.0,7,4.0
6706,0,6.0,0.5,0,4,5,1,3,2,2,3,10.0,6,1.0
6709,1,7.5,2.0,0,3,4,2,5,3,3,3,1.0,6,3.0
6714,4,11.0,3.5,0,1,6,2,5,2,2,3,6.0,11,3.0
6719,1,11.0,2.0,0,2,3,3,5,3,3,3,1.0,11,1.0
6720,1,7.5,1.5,0,3,4,2,3,1,2,3,2.0,3,1.0
6723,0,14.0,0.5,0,4,6,3,5,3,1,3,0.0,14,1.0
6726,0,9.0,1.0,0,4,6,3,5,3,3,3,0.5,6,3.0
6727,0,4.0,2.0,0,3,4,3,5,3,3,3,1.0,8,1.0
6729,1,12.0,1.0,0,2,4,2,3,2,2,3,1.0,12,1.0
6733,0,8.666667,1.7,0,4,6,2,5,2,2,3,0.0,6,3.0
6736,0,15.0,3.0,0,4,6,2,5,2,2,3,0.5,11,1.0
6739,0,8.5,1.0,0,4,4,3,5,3,3,3,2.0,6,1.0
